Creating train lmdb...
I0418 11:28:18.756780 26014 convert_imageset.cpp:83] Shuffling data
I0418 11:28:19.363435 26014 convert_imageset.cpp:86] A total of 1281167 images.
I0418 11:28:19.363869 26014 db_lmdb.cpp:38] Opened lmdb examples/imagenet/ilsvrc12_train_lmdb
I0418 15:01:02.973700 26014 convert_imageset.cpp:144] Processed 707000 files.
I0418 15:01:19.935897 26014 convert_imageset.cpp:144] Processed 708000 files.
I0418 15:01:39.853610 26014 convert_imageset.cpp:144] Processed 709000 files.
I0418 15:01:56.972501 26014 convert_imageset.cpp:144] Processed 710000 files.
I0418 15:02:17.107754 26014 convert_imageset.cpp:144] Processed 711000 files.
I0418 15:02:33.883438 26014 convert_imageset.cpp:144] Processed 712000 files.
I0418 15:03:01.225457 26014 convert_imageset.cpp:144] Processed 713000 files.
I0418 15:03:17.224386 26014 convert_imageset.cpp:144] Processed 714000 files.
I0418 15:03:37.331790 26014 convert_imageset.cpp:144] Processed 715000 files.
I0418 15:03:56.463768 26014 convert_imageset.cpp:144] Processed 716000 files.
I0418 15:04:12.295099 26014 convert_imageset.cpp:144] Processed 717000 files.
I0418 15:04:32.431546 26014 convert_imageset.cpp:144] Processed 718000 files.
I0418 15:04:55.110335 26014 convert_imageset.cpp:144] Processed 719000 files.
I0418 15:05:15.011343 26014 convert_imageset.cpp:144] Processed 720000 files.
I0418 15:05:31.788947 26014 convert_imageset.cpp:144] Processed 721000 files.
I0418 15:05:51.842728 26014 convert_imageset.cpp:144] Processed 722000 files.
I0418 15:06:08.545151 26014 convert_imageset.cpp:144] Processed 723000 files.
I0418 15:06:31.029729 26014 convert_imageset.cpp:144] Processed 724000 files.
I0418 15:06:47.547384 26014 convert_imageset.cpp:144] Processed 725000 files.
I0418 15:07:06.825546 26014 convert_imageset.cpp:144] Processed 726000 files.
I0418 15:07:23.503895 26014 convert_imageset.cpp:144] Processed 727000 files.
I0418 15:07:43.616431 26014 convert_imageset.cpp:144] Processed 728000 files.
I0418 15:08:03.858713 26014 convert_imageset.cpp:144] Processed 729000 files.
I0418 15:08:20.557708 26014 convert_imageset.cpp:144] Processed 730000 files.
I0418 15:08:39.311131 26014 convert_imageset.cpp:144] Processed 731000 files.
I0418 15:08:58.458920 26014 convert_imageset.cpp:144] Processed 732000 files.
I0418 15:09:15.243310 26014 convert_imageset.cpp:144] Processed 733000 files.
I0418 15:09:35.014588 26014 convert_imageset.cpp:144] Processed 734000 files.
I0418 15:09:51.341261 26014 convert_imageset.cpp:144] Processed 735000 files.
I0418 15:10:06.596679 26014 convert_imageset.cpp:144] Processed 736000 files.
I0418 15:10:30.410642 26014 convert_imageset.cpp:144] Processed 737000 files.
I0418 15:10:46.892928 26014 convert_imageset.cpp:144] Processed 738000 files.
I0418 15:11:02.461092 26014 convert_imageset.cpp:144] Processed 739000 files.
I0418 15:11:22.389972 26014 convert_imageset.cpp:144] Processed 740000 files.
I0418 15:11:38.503926 26014 convert_imageset.cpp:144] Processed 741000 files.
I0418 15:11:57.720168 26014 convert_imageset.cpp:144] Processed 742000 files.
I0418 15:12:16.839857 26014 convert_imageset.cpp:144] Processed 743000 files.
I0418 15:12:32.923894 26014 convert_imageset.cpp:144] Processed 744000 files.
I0418 15:12:52.443838 26014 convert_imageset.cpp:144] Processed 745000 files.
I0418 15:13:07.930397 26014 convert_imageset.cpp:144] Processed 746000 files.
I0418 15:13:27.614924 26014 convert_imageset.cpp:144] Processed 747000 files.
I0418 15:13:44.762048 26014 convert_imageset.cpp:144] Processed 748000 files.
I0418 15:14:04.671856 26014 convert_imageset.cpp:144] Processed 749000 files.
I0418 15:14:21.010684 26014 convert_imageset.cpp:144] Processed 750000 files.
I0418 15:14:40.323756 26014 convert_imageset.cpp:144] Processed 751000 files.
I0418 15:14:56.579519 26014 convert_imageset.cpp:144] Processed 752000 files.
I0418 15:15:15.761658 26014 convert_imageset.cpp:144] Processed 753000 files.
I0418 15:15:32.312475 26014 convert_imageset.cpp:144] Processed 754000 files.
I0418 15:15:47.476181 26014 convert_imageset.cpp:144] Processed 755000 files.
I0418 15:16:15.820494 26014 convert_imageset.cpp:144] Processed 756000 files.
I0418 15:16:35.454552 26014 convert_imageset.cpp:144] Processed 757000 files.
I0418 15:16:51.771628 26014 convert_imageset.cpp:144] Processed 758000 files.
I0418 15:17:11.481768 26014 convert_imageset.cpp:144] Processed 759000 files.
I0418 15:17:31.379061 26014 convert_imageset.cpp:144] Processed 760000 files.
I0418 15:17:47.584161 26014 convert_imageset.cpp:144] Processed 761000 files.
I0418 15:18:04.020411 26014 convert_imageset.cpp:144] Processed 762000 files.
I0418 15:18:23.983745 26014 convert_imageset.cpp:144] Processed 763000 files.
I0418 15:18:39.986603 26014 convert_imageset.cpp:144] Processed 764000 files.
I0418 15:18:59.080008 26014 convert_imageset.cpp:144] Processed 765000 files.
I0418 15:19:18.964973 26014 convert_imageset.cpp:144] Processed 766000 files.
I0418 15:19:35.399067 26014 convert_imageset.cpp:144] Processed 767000 files.
I0418 15:19:55.301153 26014 convert_imageset.cpp:144] Processed 768000 files.
I0418 15:20:12.891747 26014 convert_imageset.cpp:144] Processed 769000 files.
I0418 15:20:32.245499 26014 convert_imageset.cpp:144] Processed 770000 files.
I0418 15:20:48.516567 26014 convert_imageset.cpp:144] Processed 771000 files.
I0418 15:21:03.713971 26014 convert_imageset.cpp:144] Processed 772000 files.
I0418 15:21:23.837558 26014 convert_imageset.cpp:144] Processed 773000 files.
I0418 15:21:39.668493 26014 convert_imageset.cpp:144] Processed 774000 files.
I0418 15:22:00.672166 26014 convert_imageset.cpp:144] Processed 775000 files.
I0418 15:22:19.877209 26014 convert_imageset.cpp:144] Processed 776000 files.
I0418 15:22:37.364799 26014 convert_imageset.cpp:144] Processed 777000 files.
I0418 15:22:58.522280 26014 convert_imageset.cpp:144] Processed 778000 files.
I0418 15:23:23.002173 26014 convert_imageset.cpp:144] Processed 779000 files.
I0418 15:23:42.920696 26014 convert_imageset.cpp:144] Processed 780000 files.
I0418 15:24:01.679435 26014 convert_imageset.cpp:144] Processed 781000 files.
I0418 15:24:26.479526 26014 convert_imageset.cpp:144] Processed 782000 files.
I0418 15:24:48.041177 26014 convert_imageset.cpp:144] Processed 783000 files.
I0418 15:25:05.963946 26014 convert_imageset.cpp:144] Processed 784000 files.
I0418 15:25:25.646116 26014 convert_imageset.cpp:144] Processed 785000 files.
I0418 15:25:47.061872 26014 convert_imageset.cpp:144] Processed 786000 files.
I0418 15:26:03.758513 26014 convert_imageset.cpp:144] Processed 787000 files.
I0418 15:26:23.800838 26014 convert_imageset.cpp:144] Processed 788000 files.
I0418 15:26:39.620359 26014 convert_imageset.cpp:144] Processed 789000 files.
I0418 15:27:00.009896 26014 convert_imageset.cpp:144] Processed 790000 files.
I0418 15:27:16.053011 26014 convert_imageset.cpp:144] Processed 791000 files.
I0418 15:27:37.913539 26014 convert_imageset.cpp:144] Processed 792000 files.
I0418 15:27:55.273099 26014 convert_imageset.cpp:144] Processed 793000 files.
I0418 15:28:14.807706 26014 convert_imageset.cpp:144] Processed 794000 files.
I0418 15:28:30.070714 26014 convert_imageset.cpp:144] Processed 795000 files.
I0418 15:28:46.730320 26014 convert_imageset.cpp:144] Processed 796000 files.
I0418 15:29:07.420514 26014 convert_imageset.cpp:144] Processed 797000 files.
I0418 15:29:27.542270 26014 convert_imageset.cpp:144] Processed 798000 files.
I0418 15:29:43.034435 26014 convert_imageset.cpp:144] Processed 799000 files.
I0418 15:30:02.897197 26014 convert_imageset.cpp:144] Processed 800000 files.
I0418 15:30:30.590164 26014 convert_imageset.cpp:144] Processed 801000 files.
I0418 15:30:46.273743 26014 convert_imageset.cpp:144] Processed 802000 files.
I0418 15:31:06.520440 26014 convert_imageset.cpp:144] Processed 803000 files.
I0418 15:31:22.595132 26014 convert_imageset.cpp:144] Processed 804000 files.
I0418 15:31:47.483600 26014 convert_imageset.cpp:144] Processed 805000 files.
I0418 15:32:05.690532 26014 convert_imageset.cpp:144] Processed 806000 files.
I0418 15:32:21.657126 26014 convert_imageset.cpp:144] Processed 807000 files.
I0418 15:32:46.777544 26014 convert_imageset.cpp:144] Processed 808000 files.
I0418 15:33:03.816926 26014 convert_imageset.cpp:144] Processed 809000 files.
I0418 15:33:24.935667 26014 convert_imageset.cpp:144] Processed 810000 files.
I0418 15:33:40.925357 26014 convert_imageset.cpp:144] Processed 811000 files.
I0418 15:34:02.320338 26014 convert_imageset.cpp:144] Processed 812000 files.
I0418 15:34:19.986058 26014 convert_imageset.cpp:144] Processed 813000 files.
I0418 15:34:40.983960 26014 convert_imageset.cpp:144] Processed 814000 files.
I0418 15:34:57.883086 26014 convert_imageset.cpp:144] Processed 815000 files.
I0418 15:35:18.445745 26014 convert_imageset.cpp:144] Processed 816000 files.
I0418 15:35:38.612624 26014 convert_imageset.cpp:144] Processed 817000 files.
I0418 15:35:57.059823 26014 convert_imageset.cpp:144] Processed 818000 files.
I0418 15:36:17.394143 26014 convert_imageset.cpp:144] Processed 819000 files.
I0418 15:36:34.631680 26014 convert_imageset.cpp:144] Processed 820000 files.
I0418 15:36:54.836789 26014 convert_imageset.cpp:144] Processed 821000 files.
I0418 15:37:11.909940 26014 convert_imageset.cpp:144] Processed 822000 files.
I0418 15:37:32.276597 26014 convert_imageset.cpp:144] Processed 823000 files.
I0418 15:37:49.362149 26014 convert_imageset.cpp:144] Processed 824000 files.
I0418 15:38:10.570250 26014 convert_imageset.cpp:144] Processed 825000 files.
I0418 15:38:27.579346 26014 convert_imageset.cpp:144] Processed 826000 files.
I0418 15:38:47.883359 26014 convert_imageset.cpp:144] Processed 827000 files.
I0418 15:39:07.890089 26014 convert_imageset.cpp:144] Processed 828000 files.
I0418 15:39:24.904104 26014 convert_imageset.cpp:144] Processed 829000 files.
I0418 15:39:44.849405 26014 convert_imageset.cpp:144] Processed 830000 files.
I0418 15:40:00.091998 26014 convert_imageset.cpp:144] Processed 831000 files.
I0418 15:40:19.737082 26014 convert_imageset.cpp:144] Processed 832000 files.
I0418 15:40:36.086552 26014 convert_imageset.cpp:144] Processed 833000 files.
I0418 15:40:52.445782 26014 convert_imageset.cpp:144] Processed 834000 files.
I0418 15:41:11.738225 26014 convert_imageset.cpp:144] Processed 835000 files.
I0418 15:41:31.993031 26014 convert_imageset.cpp:144] Processed 836000 files.
I0418 15:41:47.736129 26014 convert_imageset.cpp:144] Processed 837000 files.
I0418 15:42:06.528748 26014 convert_imageset.cpp:144] Processed 838000 files.
I0418 15:42:22.356616 26014 convert_imageset.cpp:144] Processed 839000 files.
I0418 15:42:42.983355 26014 convert_imageset.cpp:144] Processed 840000 files.
I0418 15:43:00.300146 26014 convert_imageset.cpp:144] Processed 841000 files.
I0418 15:43:19.838260 26014 convert_imageset.cpp:144] Processed 842000 files.
I0418 15:43:36.172853 26014 convert_imageset.cpp:144] Processed 843000 files.
I0418 15:43:55.669335 26014 convert_imageset.cpp:144] Processed 844000 files.
I0418 15:44:12.332181 26014 convert_imageset.cpp:144] Processed 845000 files.
I0418 15:44:31.407282 26014 convert_imageset.cpp:144] Processed 846000 files.
I0418 15:44:46.378269 26014 convert_imageset.cpp:144] Processed 847000 files.
I0418 15:45:06.459194 26014 convert_imageset.cpp:144] Processed 848000 files.
I0418 15:45:23.335845 26014 convert_imageset.cpp:144] Processed 849000 files.
I0418 15:45:43.909425 26014 convert_imageset.cpp:144] Processed 850000 files.
I0418 15:46:00.529742 26014 convert_imageset.cpp:144] Processed 851000 files.
I0418 15:46:20.130318 26014 convert_imageset.cpp:144] Processed 852000 files.
I0418 15:46:36.608712 26014 convert_imageset.cpp:144] Processed 853000 files.
I0418 15:46:56.189007 26014 convert_imageset.cpp:144] Processed 854000 files.
I0418 15:47:13.025755 26014 convert_imageset.cpp:144] Processed 855000 files.
I0418 15:47:31.955404 26014 convert_imageset.cpp:144] Processed 856000 files.
I0418 15:47:47.699162 26014 convert_imageset.cpp:144] Processed 857000 files.
I0418 15:48:08.537330 26014 convert_imageset.cpp:144] Processed 858000 files.
I0418 15:48:25.760149 26014 convert_imageset.cpp:144] Processed 859000 files.
I0418 15:48:44.504988 26014 convert_imageset.cpp:144] Processed 860000 files.
I0418 15:49:03.363222 26014 convert_imageset.cpp:144] Processed 861000 files.
I0418 15:49:27.807678 26014 convert_imageset.cpp:144] Processed 862000 files.
I0418 15:49:44.362305 26014 convert_imageset.cpp:144] Processed 863000 files.
I0418 15:50:05.094105 26014 convert_imageset.cpp:144] Processed 864000 files.
I0418 15:50:25.734457 26014 convert_imageset.cpp:144] Processed 865000 files.
I0418 15:50:46.742071 26014 convert_imageset.cpp:144] Processed 866000 files.
I0418 15:51:03.544189 26014 convert_imageset.cpp:144] Processed 867000 files.
I0418 15:51:24.664265 26014 convert_imageset.cpp:144] Processed 868000 files.
I0418 15:51:42.866590 26014 convert_imageset.cpp:144] Processed 869000 files.
I0418 15:51:59.352367 26014 convert_imageset.cpp:144] Processed 870000 files.
I0418 15:52:20.964947 26014 convert_imageset.cpp:144] Processed 871000 files.
I0418 15:52:41.300974 26014 convert_imageset.cpp:144] Processed 872000 files.
I0418 15:52:58.131968 26014 convert_imageset.cpp:144] Processed 873000 files.
I0418 15:53:19.242511 26014 convert_imageset.cpp:144] Processed 874000 files.
I0418 15:53:41.913554 26014 convert_imageset.cpp:144] Processed 875000 files.
I0418 15:53:58.779901 26014 convert_imageset.cpp:144] Processed 876000 files.
I0418 15:54:15.917232 26014 convert_imageset.cpp:144] Processed 877000 files.
I0418 15:54:35.588414 26014 convert_imageset.cpp:144] Processed 878000 files.
I0418 15:54:55.336339 26014 convert_imageset.cpp:144] Processed 879000 files.
I0418 15:55:12.427256 26014 convert_imageset.cpp:144] Processed 880000 files.
I0418 15:55:27.769711 26014 convert_imageset.cpp:144] Processed 881000 files.
I0418 15:55:47.095054 26014 convert_imageset.cpp:144] Processed 882000 files.
I0418 15:56:06.616767 26014 convert_imageset.cpp:144] Processed 883000 files.
I0418 15:56:23.344336 26014 convert_imageset.cpp:144] Processed 884000 files.
I0418 15:56:39.024417 26014 convert_imageset.cpp:144] Processed 885000 files.
I0418 15:56:59.156997 26014 convert_imageset.cpp:144] Processed 886000 files.
I0418 15:57:19.360677 26014 convert_imageset.cpp:144] Processed 887000 files.
I0418 15:57:35.236291 26014 convert_imageset.cpp:144] Processed 888000 files.
I0418 15:57:55.440443 26014 convert_imageset.cpp:144] Processed 889000 files.
I0418 15:58:15.213296 26014 convert_imageset.cpp:144] Processed 890000 files.
I0418 15:58:35.128574 26014 convert_imageset.cpp:144] Processed 891000 files.
I0418 15:58:55.356950 26014 convert_imageset.cpp:144] Processed 892000 files.
I0418 15:59:11.744978 26014 convert_imageset.cpp:144] Processed 893000 files.
I0418 15:59:33.387198 26014 convert_imageset.cpp:144] Processed 894000 files.
I0418 15:59:57.783818 26014 convert_imageset.cpp:144] Processed 895000 files.
I0418 16:00:16.083650 26014 convert_imageset.cpp:144] Processed 896000 files.
I0418 16:00:38.801214 26014 convert_imageset.cpp:144] Processed 897000 files.
I0418 16:00:58.320485 26014 convert_imageset.cpp:144] Processed 898000 files.
I0418 16:01:14.795188 26014 convert_imageset.cpp:144] Processed 899000 files.
I0418 16:01:31.989596 26014 convert_imageset.cpp:144] Processed 900000 files.
I0418 16:01:52.690382 26014 convert_imageset.cpp:144] Processed 901000 files.
I0418 16:02:16.748450 26014 convert_imageset.cpp:144] Processed 902000 files.
I0418 16:02:39.752327 26014 convert_imageset.cpp:144] Processed 903000 files.
I0418 16:03:03.695241 26014 convert_imageset.cpp:144] Processed 904000 files.
I0418 16:03:22.321705 26014 convert_imageset.cpp:144] Processed 905000 files.
I0418 16:03:43.541342 26014 convert_imageset.cpp:144] Processed 906000 files.
I0418 16:04:01.470963 26014 convert_imageset.cpp:144] Processed 907000 files.
I0418 16:04:19.614434 26014 convert_imageset.cpp:144] Processed 908000 files.
I0418 16:04:42.297801 26014 convert_imageset.cpp:144] Processed 909000 files.
I0418 16:05:04.003355 26014 convert_imageset.cpp:144] Processed 910000 files.
I0418 16:05:25.997701 26014 convert_imageset.cpp:144] Processed 911000 files.
I0418 16:05:44.612274 26014 convert_imageset.cpp:144] Processed 912000 files.
I0418 16:06:05.310936 26014 convert_imageset.cpp:144] Processed 913000 files.
I0418 16:06:22.706012 26014 convert_imageset.cpp:144] Processed 914000 files.
I0418 16:06:43.817484 26014 convert_imageset.cpp:144] Processed 915000 files.
I0418 16:07:02.678308 26014 convert_imageset.cpp:144] Processed 916000 files.
I0418 16:07:24.326294 26014 convert_imageset.cpp:144] Processed 917000 files.
I0418 16:07:45.754611 26014 convert_imageset.cpp:144] Processed 918000 files.
I0418 16:08:04.969972 26014 convert_imageset.cpp:144] Processed 919000 files.
I0418 16:08:27.330597 26014 convert_imageset.cpp:144] Processed 920000 files.
I0418 16:08:44.864025 26014 convert_imageset.cpp:144] Processed 921000 files.
I0418 16:09:06.182473 26014 convert_imageset.cpp:144] Processed 922000 files.
I0418 16:09:25.375583 26014 convert_imageset.cpp:144] Processed 923000 files.
I0418 16:09:47.546702 26014 convert_imageset.cpp:144] Processed 924000 files.
I0418 16:10:03.920652 26014 convert_imageset.cpp:144] Processed 925000 files.
I0418 16:10:26.181205 26014 convert_imageset.cpp:144] Processed 926000 files.
I0418 16:10:47.063057 26014 convert_imageset.cpp:144] Processed 927000 files.
I0418 16:11:05.353139 26014 convert_imageset.cpp:144] Processed 928000 files.
I0418 16:11:26.742604 26014 convert_imageset.cpp:144] Processed 929000 files.
I0418 16:11:44.294167 26014 convert_imageset.cpp:144] Processed 930000 files.
I0418 16:12:05.226140 26014 convert_imageset.cpp:144] Processed 931000 files.
I0418 16:12:27.057700 26014 convert_imageset.cpp:144] Processed 932000 files.
I0418 16:12:45.050681 26014 convert_imageset.cpp:144] Processed 933000 files.
I0418 16:13:07.099072 26014 convert_imageset.cpp:144] Processed 934000 files.
I0418 16:13:27.696684 26014 convert_imageset.cpp:144] Processed 935000 files.
I0418 16:13:47.742636 26014 convert_imageset.cpp:144] Processed 936000 files.
I0418 16:14:05.959889 26014 convert_imageset.cpp:144] Processed 937000 files.
I0418 16:14:27.373941 26014 convert_imageset.cpp:144] Processed 938000 files.
I0418 16:14:49.393081 26014 convert_imageset.cpp:144] Processed 939000 files.
I0418 16:15:06.337399 26014 convert_imageset.cpp:144] Processed 940000 files.
I0418 16:15:28.456162 26014 convert_imageset.cpp:144] Processed 941000 files.
I0418 16:15:45.253047 26014 convert_imageset.cpp:144] Processed 942000 files.
I0418 16:16:07.769280 26014 convert_imageset.cpp:144] Processed 943000 files.
I0418 16:16:25.110895 26014 convert_imageset.cpp:144] Processed 944000 files.
I0418 16:16:47.420884 26014 convert_imageset.cpp:144] Processed 945000 files.
I0418 16:17:10.638680 26014 convert_imageset.cpp:144] Processed 946000 files.
I0418 16:17:28.260922 26014 convert_imageset.cpp:144] Processed 947000 files.
I0418 16:17:47.163699 26014 convert_imageset.cpp:144] Processed 948000 files.
I0418 16:18:09.615727 26014 convert_imageset.cpp:144] Processed 949000 files.
I0418 16:18:31.880743 26014 convert_imageset.cpp:144] Processed 950000 files.
I0418 16:18:51.881371 26014 convert_imageset.cpp:144] Processed 951000 files.
I0418 16:19:10.231508 26014 convert_imageset.cpp:144] Processed 952000 files.
I0418 16:19:30.969305 26014 convert_imageset.cpp:144] Processed 953000 files.
I0418 16:19:50.160846 26014 convert_imageset.cpp:144] Processed 954000 files.
I0418 16:20:11.731823 26014 convert_imageset.cpp:144] Processed 955000 files.
I0418 16:20:30.789651 26014 convert_imageset.cpp:144] Processed 956000 files.
I0418 16:20:52.209281 26014 convert_imageset.cpp:144] Processed 957000 files.
I0418 16:21:13.481317 26014 convert_imageset.cpp:144] Processed 958000 files.
I0418 16:21:31.112679 26014 convert_imageset.cpp:144] Processed 959000 files.
I0418 16:21:52.962072 26014 convert_imageset.cpp:144] Processed 960000 files.
I0418 16:22:13.694221 26014 convert_imageset.cpp:144] Processed 961000 files.
I0418 16:22:30.498700 26014 convert_imageset.cpp:144] Processed 962000 files.
I0418 16:22:52.014076 26014 convert_imageset.cpp:144] Processed 963000 files.
I0418 16:23:12.271075 26014 convert_imageset.cpp:144] Processed 964000 files.
I0418 16:23:30.499712 26014 convert_imageset.cpp:144] Processed 965000 files.
I0418 16:23:51.371471 26014 convert_imageset.cpp:144] Processed 966000 files.
I0418 16:24:08.482349 26014 convert_imageset.cpp:144] Processed 967000 files.
I0418 16:24:29.918828 26014 convert_imageset.cpp:144] Processed 968000 files.
I0418 16:24:48.172025 26014 convert_imageset.cpp:144] Processed 969000 files.
I0418 16:25:09.687945 26014 convert_imageset.cpp:144] Processed 970000 files.
I0418 16:25:26.436440 26014 convert_imageset.cpp:144] Processed 971000 files.
I0418 16:25:49.054946 26014 convert_imageset.cpp:144] Processed 972000 files.
I0418 16:26:10.534399 26014 convert_imageset.cpp:144] Processed 973000 files.
I0418 16:26:29.618393 26014 convert_imageset.cpp:144] Processed 974000 files.
I0418 16:26:50.795140 26014 convert_imageset.cpp:144] Processed 975000 files.
I0418 16:27:09.892581 26014 convert_imageset.cpp:144] Processed 976000 files.
I0418 16:27:30.439528 26014 convert_imageset.cpp:144] Processed 977000 files.
I0418 16:27:56.507104 26014 convert_imageset.cpp:144] Processed 978000 files.
I0418 16:28:15.609586 26014 convert_imageset.cpp:144] Processed 979000 files.
I0418 16:28:36.524410 26014 convert_imageset.cpp:144] Processed 980000 files.
I0418 16:28:54.327599 26014 convert_imageset.cpp:144] Processed 981000 files.
I0418 16:29:14.898152 26014 convert_imageset.cpp:144] Processed 982000 files.
I0418 16:29:33.939632 26014 convert_imageset.cpp:144] Processed 983000 files.
I0418 16:29:54.442071 26014 convert_imageset.cpp:144] Processed 984000 files.
I0418 16:30:12.516425 26014 convert_imageset.cpp:144] Processed 985000 files.
I0418 16:30:35.102943 26014 convert_imageset.cpp:144] Processed 986000 files.
I0418 16:30:56.338116 26014 convert_imageset.cpp:144] Processed 987000 files.
I0418 16:31:15.434201 26014 convert_imageset.cpp:144] Processed 988000 files.
I0418 16:31:37.036643 26014 convert_imageset.cpp:144] Processed 989000 files.
I0418 16:31:58.707459 26014 convert_imageset.cpp:144] Processed 990000 files.
I0418 16:32:17.486719 26014 convert_imageset.cpp:144] Processed 991000 files.
I0418 16:32:39.227393 26014 convert_imageset.cpp:144] Processed 992000 files.
I0418 16:32:57.815013 26014 convert_imageset.cpp:144] Processed 993000 files.
I0418 16:33:19.936331 26014 convert_imageset.cpp:144] Processed 994000 files.
I0418 16:33:41.172670 26014 convert_imageset.cpp:144] Processed 995000 files.
I0418 16:33:59.775954 26014 convert_imageset.cpp:144] Processed 996000 files.
I0418 16:34:23.370331 26014 convert_imageset.cpp:144] Processed 997000 files.
I0418 16:34:41.258616 26014 convert_imageset.cpp:144] Processed 998000 files.
I0418 16:35:06.769793 26014 convert_imageset.cpp:144] Processed 999000 files.
I0418 16:35:37.912938 26014 convert_imageset.cpp:144] Processed 1000000 files.
I0418 16:35:59.092130 26014 convert_imageset.cpp:144] Processed 1001000 files.
I0418 16:36:16.279817 26014 convert_imageset.cpp:144] Processed 1002000 files.
I0418 16:36:37.961933 26014 convert_imageset.cpp:144] Processed 1003000 files.
I0418 16:36:57.641521 26014 convert_imageset.cpp:144] Processed 1004000 files.
I0418 16:37:19.683626 26014 convert_imageset.cpp:144] Processed 1005000 files.
I0418 16:37:36.821455 26014 convert_imageset.cpp:144] Processed 1006000 files.
I0418 16:37:58.234995 26014 convert_imageset.cpp:144] Processed 1007000 files.
I0418 16:38:16.429142 26014 convert_imageset.cpp:144] Processed 1008000 files.
I0418 16:38:36.853025 26014 convert_imageset.cpp:144] Processed 1009000 files.
I0418 16:38:55.963960 26014 convert_imageset.cpp:144] Processed 1010000 files.
I0418 16:39:16.365309 26014 convert_imageset.cpp:144] Processed 1011000 files.
I0418 16:39:34.054731 26014 convert_imageset.cpp:144] Processed 1012000 files.
I0418 16:39:56.250840 26014 convert_imageset.cpp:144] Processed 1013000 files.
I0418 16:40:13.575794 26014 convert_imageset.cpp:144] Processed 1014000 files.
I0418 16:40:36.120609 26014 convert_imageset.cpp:144] Processed 1015000 files.
I0418 16:40:58.065531 26014 convert_imageset.cpp:144] Processed 1016000 files.
I0418 16:41:18.270823 26014 convert_imageset.cpp:144] Processed 1017000 files.
I0418 16:41:37.595568 26014 convert_imageset.cpp:144] Processed 1018000 files.
I0418 16:41:58.854708 26014 convert_imageset.cpp:144] Processed 1019000 files.
I0418 16:42:17.489692 26014 convert_imageset.cpp:144] Processed 1020000 files.
I0418 16:42:38.098834 26014 convert_imageset.cpp:144] Processed 1021000 files.
I0418 16:43:03.613845 26014 convert_imageset.cpp:144] Processed 1022000 files.
I0418 16:43:21.758286 26014 convert_imageset.cpp:144] Processed 1023000 files.
I0418 16:43:40.302593 26014 convert_imageset.cpp:144] Processed 1024000 files.
I0418 16:44:01.859410 26014 convert_imageset.cpp:144] Processed 1025000 files.
I0418 16:44:19.967957 26014 convert_imageset.cpp:144] Processed 1026000 files.
I0418 16:44:43.018450 26014 convert_imageset.cpp:144] Processed 1027000 files.
I0418 16:45:04.682904 26014 convert_imageset.cpp:144] Processed 1028000 files.
I0418 16:45:26.944514 26014 convert_imageset.cpp:144] Processed 1029000 files.
I0418 16:45:45.362164 26014 convert_imageset.cpp:144] Processed 1030000 files.
I0418 16:46:07.122809 26014 convert_imageset.cpp:144] Processed 1031000 files.
I0418 16:46:25.964277 26014 convert_imageset.cpp:144] Processed 1032000 files.
I0418 16:46:54.159837 26014 convert_imageset.cpp:144] Processed 1033000 files.
I0418 16:47:15.151536 26014 convert_imageset.cpp:144] Processed 1034000 files.
I0418 16:47:33.415241 26014 convert_imageset.cpp:144] Processed 1035000 files.
I0418 16:47:54.178098 26014 convert_imageset.cpp:144] Processed 1036000 files.
I0418 16:48:15.178732 26014 convert_imageset.cpp:144] Processed 1037000 files.
I0418 16:48:33.396824 26014 convert_imageset.cpp:144] Processed 1038000 files.
I0418 16:48:54.817273 26014 convert_imageset.cpp:144] Processed 1039000 files.
I0418 16:49:12.539794 26014 convert_imageset.cpp:144] Processed 1040000 files.
I0418 16:49:32.373466 26014 convert_imageset.cpp:144] Processed 1041000 files.
I0418 16:49:49.682667 26014 convert_imageset.cpp:144] Processed 1042000 files.
I0418 16:50:12.235221 26014 convert_imageset.cpp:144] Processed 1043000 files.
I0418 16:50:35.173705 26014 convert_imageset.cpp:144] Processed 1044000 files.
I0418 16:50:53.360354 26014 convert_imageset.cpp:144] Processed 1045000 files.
I0418 16:51:13.696048 26014 convert_imageset.cpp:144] Processed 1046000 files.
I0418 16:51:31.626755 26014 convert_imageset.cpp:144] Processed 1047000 files.
I0418 16:51:51.776137 26014 convert_imageset.cpp:144] Processed 1048000 files.
I0418 16:52:09.916582 26014 convert_imageset.cpp:144] Processed 1049000 files.
I0418 16:52:31.601111 26014 convert_imageset.cpp:144] Processed 1050000 files.
I0418 16:52:49.370903 26014 convert_imageset.cpp:144] Processed 1051000 files.
I0418 16:53:11.735484 26014 convert_imageset.cpp:144] Processed 1052000 files.
I0418 16:53:31.763592 26014 convert_imageset.cpp:144] Processed 1053000 files.
I0418 16:53:48.293689 26014 convert_imageset.cpp:144] Processed 1054000 files.
I0418 16:54:03.495934 26014 convert_imageset.cpp:144] Processed 1055000 files.
I0418 16:54:23.499060 26014 convert_imageset.cpp:144] Processed 1056000 files.
I0418 16:54:41.381170 26014 convert_imageset.cpp:144] Processed 1057000 files.
I0418 16:54:59.634066 26014 convert_imageset.cpp:144] Processed 1058000 files.
I0418 16:55:20.698724 26014 convert_imageset.cpp:144] Processed 1059000 files.
